id,title,ingredients,directions,link,source,NER
1007384,Slow-Cooked Broccoli With Garlic & Olive Oil,"[""1 1/2 lbs broccoli, cut in 1-inch florets and 1/4-inch stems"", ""2 tablespoons extra virgin olive oil"", ""3 garlic cloves, minced"", ""1/2 cup water"", ""1 tablespoon lemon juice"", ""salt and pepper""]","[""Heat olive oil in a skillet with a tight-fitting lid over medium heat; add garlic and stir until fragrant, about 3 minutes."", ""Stir in broccoli stems and cook 2 minutes; add florets and water and cover pan."", ""Cook covered 15 minutes; uncover the pan, turn heat up to high and cook just long enough to evaporate any liquid left in the bottom of the pan."", ""Sprinkle with lemon juice, salt and pepper, and serve."", ""***The cook time in step 3 seems really long to me -- if you make this please let me know if it's right***.""]",www.food.com/recipe/slow-cooked-broccoli-with-garlic-olive-oil-274043,Gathered,"[""broccoli"", ""extra virgin olive oil"", ""garlic"", ""water"", ""lemon juice"", ""salt""]"
1870614,English Pub Buns,"[""2 12 lbs ground beef"", ""5 -6 celery ribs, sliced"", ""1 large onion, chopped"", ""1 cup catsup"", ""2 tablespoons prepared mustard"", ""12 tablespoon chili powder"", ""2 tablespoons vinegar"", ""2 teaspoons salt"", ""14 teaspoon pepper"", ""1 teaspoon Accent seasoning"", ""1 (10 ounce) can tomato soup"", ""1 (10 ounce) can chicken gumbo soup"", ""12 teaspoon oregano"", ""2 tablespoons brown sugar"", ""12 hamburger buns""]","[""Brown meat; drain off fat."", ""Place meat in roasting pan and mix well with all other ingredients."", ""Cover and bake 2 hours at 300."", ""Stir occasionally."", ""Serve on buttered warm hamburger buns.""]",www.food.com/recipe/english-pub-buns-425539,Recipes1M,"[""ground beef"", ""celery"", ""onion"", ""catsup"", ""mustard"", ""chili powder"", ""vinegar"", ""salt"", ""pepper"", ""Accent seasoning"", ""tomato soup"", ""chicken gumbo soup"", ""oregano"", ""brown sugar"", ""buns""]"
1084184,Ranch Glazed Baby Carrots,"[""1 (16 ounce) package frozen baby carrots"", ""1/4 cup butter"", ""1/4 cup light brown sugar"", ""1 (1 ounce) package ranch dressing mix""]","[""Cook carrots according to package directions, drain well."", ""In the meantime, melt butter in a large saute pan over low heat."", ""Add sugar and stir until dissolved."", ""Add carrots and Ranch mix, stir until carrots are coated."", ""Increase heat to medium, and stir until carrots are hot and glazed, about 5 minutes.""]",www.food.com/recipe/ranch-glazed-baby-carrots-50669,Gathered,"[""carrots"", ""butter"", ""light brown sugar""]"
888154,Chunky Chocolate Cookie Squares,"[""2 1/2 c. flour"", ""3/4 c. butter, softened"", ""1 c. firmly packed brown sugar"", ""3/4 c. corn syrup"", ""1 egg"", ""1 tsp. vanilla"", ""1 c. chopped pecans"", ""1 pkg. chocolate (semi-sweet), cut into chunks""]","[""In a large bowl, mix butter and sugar at low speed with mixer until fluffy."", ""Slowly beat in corn syrup, then egg and vanilla. Beat in flour until blended."", ""Stir in pecans and half of chocolate chunks."", ""Spread evenly in an ungreased 9 x 12-inch baking pan. Sprinkle remaining chocolate on top."", ""Bake at 350\u00b0 for 30 minutes or until lightly brown."", ""Cool, cut into 2 1/2-inch squares.""]",www.cookbooks.com/Recipe-Details.aspx?id=1083320,Gathered,"[""flour"", ""butter"", ""brown sugar"", ""corn syrup"", ""egg"", ""vanilla"", ""pecans"", ""chocolate""]"
344683,Lemon-Lime Pineapple Mold,"[""1 (3 1/2 oz.) pkg. lemon Jell-O"", ""1 (3 1/2 oz.) pkg. lime Jell-O"", ""1 1/2 c. boiling water"", ""1 (3 oz.) pkg. cream cheese"", ""1/2 pt. whipping cream"", ""1 small can crushed pineapple, undrained""]","[""Dissolve gelatin in water."", ""Mix cream cheese into hot gelatin mixture."", ""(Use a blender if desired.)"", ""Refrigerate until slightly congealed."", ""Beat heavy cream with pineapple until smooth."", ""It will not be stiff."", ""Stir cream mixture into gelatin mixture, mixing well."", ""Pour immediately into a lightly oiled mold."", ""Refrigerate until firm.""]",www.cookbooks.com/Recipe-Details.aspx?id=402710,Gathered,"[""lemon Jell-O"", ""lime Jell-O"", ""boiling water"", ""cream cheese"", ""whipping cream"", ""pineapple""]"
1655135,Thai Butternut Squash Soup,"[""1 large butternut squash, peeled and cubed"", ""1 yellow onion, chopped"", ""1 12 teaspoons garlic, chopped"", ""1 12 tablespoons fresh ginger, chopped"", ""2 carrots, chopped in food processor"", ""1 mango, peeled, seeded and chopped"", ""2 tablespoons canola oil"", ""4 cups vegetable stock"", ""1 (13 ounce) can coconut milk"", ""2 teaspoons curry powder"", ""2 stalks lemongrass, cut into large chunks"", ""1 chili pepper, chopped"", ""2 teaspoons salt""]","[""Peel the squash, remove seeds and cut into large cubes together with the carrot."", ""Heat the oil and cook the onion with garlic and ginger until soft, but not browned."", ""Add the squash and carrots."", ""Place lemongrass in cheesecloth or use the kind in a plastic tube."", ""If neither fresh or tube available, use lemongrass powder."", ""Add lemongrass to pot."", ""Cover with vegetable stock, bring to boil and cook on low power until squash is tender."", ""When you turn it to low, add the mango and chilli pepper."", ""Add the coconut milk and curry powder."", ""Removed cheesecloth, if you used it, squeezing off the soup."", ""Cream using a food processor or a handheld blender until smooth."", ""***********ECW ONLY******************."", ""Small containers 8 oz Large containers 32 oz Freezer or refrigerate depending on how long until delivery date."", ""Servings are based on 8 0z serving.""]",www.food.com/recipe/thai-butternut-squash-soup-451790,Recipes1M,"[""butternut squash"", ""yellow onion"", ""garlic"", ""fresh ginger"", ""carrots"", ""mango"", ""canola oil"", ""vegetable stock"", ""coconut milk"", ""curry powder"", ""stalks lemongrass"", ""chili pepper"", ""salt""]"
769493,Recipe For Happiness By Virginia And Duck,"[""happiness"", ""sunshine"", ""love"", ""helpfulness"", ""thoughtfulness""]","[""Keep your heart free from hate, your mind from worry, live simply, expect little, give much."", ""Fill your life with love; scatter sunshine."", ""Think of others, forget yourself."", ""When you are depressed, fix or do something for someone."", ""Do for others what you would like for someone to do for you."", ""Count what you have not what you don't.""]",www.cookbooks.com/Recipe-Details.aspx?id=885611,Gathered,"[""happiness"", ""sunshine"", ""love"", ""helpfulness"", ""thoughtfulness""]"
1654504,Almond Shorts Recipe,"[""1 c. Sugar"", ""1 c. Sugar, brown"", ""1 tsp Baking soda"", ""1 tsp Vinegar"", ""1 tsp Vanilla extract"", ""3 x Large eggs"", ""1 lb Butter"", ""6 c. Flour"", ""2/3 c. Almonds, slivered""]","[""Combine sugars, baking soda, vinegar, and vanilla."", ""Stir in Large eggs."", ""Cut butter into small pcs and work into mix."", ""Add in flour, a c. at a time, and mix well."", ""Knead in almonds."", ""Gather dough into ball and divide into five equal pcs."", ""Roll each piece into a cylinder."", ""If you wish, roll each cylinder in colored sugar."", ""Wrap in wax paper and chill overnight."", ""Preheat oven to 350."", ""Cut each log into 1/4\"" slices."", ""Bake on ungreased cookie sheet for 8 min."", ""\""This recipe is a tradition in my husband's Swedish family."", ""It makes sufficient cookies to feed the Swedish Army.\""""]",cookeatshare.com/recipes/almond-shorts-64030,Recipes1M,"[""Sugar"", ""Sugar"", ""Baking soda"", ""Vinegar"", ""Vanilla"", ""eggs"", ""Butter"", ""Flour""]"
2012961,Churro Flavored Popcorn,"[""6 cup popcorn, unseasoned. I popped mine in the microwave, recipe attached below"", ""1/2 cup cinnamon chips, melted and smooth"", ""2 tbsp granulated sugar"", ""1 tsp ground cinnamon"", ""1/4 tsp salt""]","[""Combine sugar."", ""Cinnamon and salt in a small bowl mix to blend."", ""Have popcorn cooled on large platter or sheet pan."", ""Drizzle hot melted cinnamon chips over popcorn, stir gently to have some on each piece of popcorn"", ""Sprinkle cinnamon sugar mixture over and mix while warm so it sticks."", ""Chill 30 minutes to harden and set cinnamon.. Store in a plastic bag.""]",cookpad.com/us/recipes/363443-churro-flavored-popcorn,Recipes1M,"[""I"", ""cinnamon chips"", ""sugar"", ""ground cinnamon"", ""salt""]"
1921060,Lemon Meringue,"[""Base"", ""1 1/4 cups sweet biscuit crumbs"", ""1/2 cup butter, melted"", ""Filling"", ""500g block PHILADELPHIA Cream Cheese, softened"", ""400g can condensed milk"", ""1/2 cup lemon juice"", ""Meringue"", ""4 x 55g egg whites, stiffly beaten"", ""1/2 cup caster sugar""]","[""Combine biscuit crumbs and butter."", ""Press into the base of a 26cm spring form pan; chill."", ""Beat Philly* until smooth, add condensed milk and lemon juice and beat well."", ""Pour into prepared crumb crust."", ""Chill until firm."", ""Beat egg whites until soft peaks form."", ""Gradually add castor sugar, beating well between each addition."", ""Spoon the stiff mixture onto cheesecake."", ""Bake in a preheated (200C) oven for 5 - 7 minutes or until golden brown.""]",www.kraftrecipes.com/recipes/lemon-meringue-102998.aspx,Recipes1M,"[""Base"", ""sweet biscuit crumbs"", ""butter"", ""Filling"", ""condensed milk"", ""lemon juice"", ""Meringue"", ""egg whites"", ""caster sugar""]"
704549,Sauerkraut Balls,"[""1 (1 lb.) pkg. sausage"", ""1/2 c. chopped onion"", ""1 (27 oz.) can sauerkraut"", ""1/4 c. dry bread crumbs"", ""1 (8 oz.) pkg. cream cheese, softened"", ""vegetable oil for deep frying"", ""1/4 c. finely chopped fresh parsley"", ""2 Tbsp. sweet and spicy mustard"", ""garlic salt and pepper to taste"", ""flour"", ""2 eggs"", ""bread crumbs""]","[""Fry sausage and onion, breaking sausage into small pieces, until sausage is brown."", ""Drain."", ""Drain sauerkraut and squeeze dry. Add to sausage mixture with 1/4 cup bread crumbs, cream cheese, parsley, mustard and salt and pepper."", ""Mix well and chill overnight."", ""Place flour in a shallow bowl."", ""Place eggs and 2 tablespoons water in another bowl, beating lightly to combine. Place bread crumbs in"", ""a third shallow bowl."", ""Shape sauerkraut mixture into small balls."", ""Roll in flour, then in egg mixture, then in bread crumbs."", ""Fry balls, a few at a time, in deep fat heated to 375\u00b0 until brown."", ""Drain on paper towels, then transfer to baking sheet with sides and bake in 375\u00b0 oven for 15 to 20 minutes."", ""Makes 4 to 5 dozen balls.""]",www.cookbooks.com/Recipe-Details.aspx?id=891888,Gathered,"[""sausage"", ""onion"", ""sauerkraut"", ""bread crumbs"", ""cream cheese"", ""vegetable oil"", ""fresh parsley"", ""sweet"", ""garlic"", ""flour"", ""eggs"", ""bread crumbs""]"
936099,Brad'S Slow Cooker Chicken Parmesan,"[""1 cup all-purpose flour"", ""3 eggs"", ""12 ounces Italian-seasoned bread crumbs"", ""6 skinless, boneless chicken breasts"", ""6 tablespoons butter, divided, or more to taste"", ""2 (24 ounce) jars marinara sauce, or more to taste"", ""12 slices mozzarella cheese"", ""1 (3 ounce) package Parmesan cheese"", ""2 tablespoons oregano"", ""2 tablespoons basil"", ""1 tablespoon garlic powder""]","[""Spread flour on a shallow plate. Beat eggs in a bowl. Pour bread crumbs into a shallow bowl. Dredge chicken breasts in flour. Dip in egg and roll in bread crumbs to coat."", ""Melt 2 tablespoons butter in a large skillet over medium heat. Fry breaded chicken breasts, 2 at a time, until golden brown, 4 to 6 minutes per side. Transfer to a plate. Repeat with remaining butter and chicken breasts."", ""Layer chicken breasts in a slow cooker, covering each layer with marinara sauce."", ""Cook on low until flavors combine, 2 1/2 to 3 hours."", ""Preheat oven to 325 degrees F (165 degrees C)."", ""Place chicken breasts side-by-side in a baking dish, spooning additional sauce on top. Place 2 slices mozzarella cheese over each piece of chicken. Sprinkle Parmesan cheese, oregano, basil, and garlic powder on top."", ""Bake in the preheated oven until cheese is melted, about 10 minutes.""]",www.allrecipes.com/recipe/254664/brads-slow-cooker-chicken-parmesan/,Gathered,"[""flour"", ""eggs"", ""bread crumbs"", ""skinless"", ""butter"", ""marinara sauce"", ""mozzarella cheese"", ""Parmesan cheese"", ""oregano"", ""basil"", ""garlic""]"
176799,Chewy Raisin Walnut Shortbread Bars,"[""1 1/4 c. all-purpose flour"", ""1/2 c. sugar"", ""1/2 c. butter or margarine"", ""2 eggs"", ""1/2 c. firmly packed brown sugar"", ""1 tsp. vanilla"", ""1/8 tsp. baking soda"", ""1 c. chopped Diamond walnuts"", ""1 c. Sun-Maid raisins"", ""1/2 c. flaked coconut (optional)""]","[""Heat oven to 350\u00b0."", ""Lightly grease an 8-inch square pan. Combine flour and sugar."", ""Using pastry blender or fork, cut in butter until mixture resembles fine meal."", ""Press into greased pan. Bake for 20 minutes or just until edges are lightly golden.""]",www.cookbooks.com/Recipe-Details.aspx?id=690270,Gathered,"[""flour"", ""sugar"", ""butter"", ""eggs"", ""brown sugar"", ""vanilla"", ""baking soda"", ""walnuts"", ""raisins"", ""flaked coconut""]"
2151390,Linguine With Asparagus and Goat Cheese,"[""12 lb fresh asparagus"", ""12 cup low sodium chicken broth"", ""14 cup dry white wine"", ""14 cup shallot, chopped"", ""14 teaspoon pepper"", ""4 ounces neufchatel cheese, softened"", ""2 ounces goat cheese, crumbled"", ""2 tablespoons fresh lemon juice"", ""12 cup red bell pepper, thinly sliced""]","[""Put water for linguine or spaghetti on to boil."", ""Snap off tough ends of asparagus."", ""Remove scales from stalks with a knife or vegetable peeler, if desired."", ""Cut asparagus into 1-inch pieces."", ""Set aside."", ""Combine chicken broth, white wine, chopped shallots, pepper, and bell pepper in a saucepan."", ""Bring to a boil; add asparagus."", ""Reduce heat and simmer 5 minutes."", ""Add cheeses and lemon juice; cook over low heat, stirring constantly, until cheeses melt."", ""Set aside; keep warm."", ""Cook pasta according to package directions, omitting salt and fat; drain."", ""Place pasta in a serving bowl."", ""Add asparagus mixture and sweet red pepper; toss gently."", ""Serve immediately.""]",www.food.com/recipe/linguine-with-asparagus-and-goat-cheese-216649,Recipes1M,"[""fresh asparagus"", ""chicken broth"", ""white wine"", ""shallot"", ""pepper"", ""neufchatel cheese"", ""goat cheese"", ""lemon juice"", ""red bell pepper""]"
1744796,White Bean Chicken Chili,"[""1 tablespoon olive oil"", ""1 each onions peeled, finely chopped"", ""2 each garlic cloves peeled, chopped"", ""1 medium sweet red bell peppers finely chopped"", ""30 ounces white beans undrained"", ""4 ounces green chili peppers canned, diced"", ""1/2 teaspoon cumin ground"", ""1 teaspoon chili powder"", ""14 1/2 ounces chicken broth low-sodium"", ""1/2 pound chicken breasts roasted, cut into 1/2 inch cubes"", ""2 tablespoons lime juice"", ""2 tablespoons cilantro minced"", ""6 tablespoons salsa optional""]","[""In a large pot heat the olive oil over medium heat."", ""Add the onion, garlic, and red pepper."", ""Saute 5 minutes."", ""Stir the white beans, chiles, cumin, chili powder and broth."", ""Bring to a boil, reduce the heat and simmer 10 minutes."", ""Stir in the chicken and simmer 5 minutes."", ""Stir in the lime juice and cilantro."", ""A tablespoon of salsa can be used to garnish each serving of chili, if desired.""]",recipeland.com/recipe/v/white-bean-chicken-chili-33807,Recipes1M,"[""olive oil"", ""onions"", ""garlic"", ""sweet red bell peppers"", ""white beans"", ""green chili peppers"", ""cumin ground"", ""chili powder"", ""chicken broth"", ""chicken breasts"", ""lime juice"", ""cilantro"", ""salsa optional""]"
938563,Chicken Spaghetti Ii,"[""3 skinless, boneless chicken breasts"", ""1 (8 ounce) package spaghetti"", ""1 (10.75 ounce) can condensed cream of chicken soup"", ""1 (10 ounce) can diced tomatoes with green chile peppers"", ""1 pound processed cheese food (eg. Velveeta)"", ""salt and pepper to taste"", ""1 pinch garlic powder""]","[""Boil chicken in a large pot of salted water. When chicken is done, remove from pot, keeping water/broth at a boil. Shred chicken and set aside. Put spaghetti in boiling chicken broth and cook for 8 to 10 minutes, until al dente. When done, drain broth."", ""Return pot with cooked spaghetti to stove, put over low heat. Add shredded chicken, soup, diced tomatoes with chile peppers and cheese. Season with salt, pepper and garlic powder to taste. When cheese is melted, dinner is ready!""]",www.allrecipes.com/recipe/8976/chicken-spaghetti-ii/,Gathered,"[""skinless"", ""condensed cream"", ""tomatoes"", ""salt"", ""garlic""]"
999324,Bavarian Christmas Ham In The Fireplace,"[""4 -5 lbs ham, fully cooked boned"", ""1/2 cup honey"", ""1/4 cup Cointreau liqueur or 1/4 cup brandy"", ""1/2 teaspoon allspice"", ""1/4 teaspoon ground cloves"", ""1 tablespoon grated orange rind"", ""Topping"", ""2 cups walnut halves"", ""1/4 cup honey"", ""1 cup brown sugar"", ""1/2 cup candied orange peel"", ""1/2 cup orange marmalade or 1/2 cup orange preserves"", ""4 teaspoons prepared mustard"", ""1 teaspoon dry mustard"", ""1/2 teaspoon ginger"", ""1/2 teaspoon allspice"", ""1/2 teaspoon white pepper"", ""1/4 teaspoon ground cloves"", ""1/4 teaspoon salt""]","[""Topping: combine all the ingredients and mix well."", ""Ham:"", ""Cut all excess fat off. Place on double foil. Brush all sides with honey, Cointreau, seasonings and orange rind. Seal foil, place on an inverted cake pan inside a dutch oven. Cover and bake in a hot fire for 45 minutes to 1 hour."", ""Open foil and base ham with accumulated juices. Bake for another 10 minutes and baste about 4 times."", ""Pack topping on top of ham. Return to dutch oven. Cover and put hot coals over oven lid and cook until brown and bubbly on top [about 15 mins]."", ""Baste topping with pan juices."", ""Cool completely before serving.""]",www.food.com/recipe/bavarian-christmas-ham-in-the-fireplace-192666,Gathered,"[""ham"", ""honey"", ""brandy"", ""allspice"", ""ground cloves"", ""orange rind"", ""Topping"", ""walnut halves"", ""honey"", ""brown sugar"", ""candied orange peel"", ""orange marmalade"", ""mustard"", ""mustard"", ""ginger"", ""allspice"", ""white pepper"", ""ground cloves"", ""salt""]"
208449,Anna'S Favorite Tortellini,"[""rainbow tortellini"", ""Parmesan cheese""]","[""Cook rainbow tortellini according to directions on package. Drain, cool and cut in half to make bite sized."", ""Top with Parmesan cheese."", ""No utensils required! Just ask Anna!!""]",www.cookbooks.com/Recipe-Details.aspx?id=718347,Gathered,"[""tortellini"", ""Parmesan cheese""]"
284258,Egg And Sausage Souffle,"[""6 slightly beaten eggs"", ""6 slices bread, cubed"", ""1 c. sharp grated Cheddar cheese"", ""1 tsp. dry mustard"", ""1 tsp. salt"", ""1 lb. sausage, browned and drained"", ""2 c. milk""]","[""Mix all ingredients, except milk, and spread in a 9 x 13-inch buttered baking dish."", ""Then pour in milk over all."", ""Refrigerate overnight."", ""Bake at 350\u00b0 for 45 minutes for 1 hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=196603,Gathered,"[""eggs"", ""bread"", ""Cheddar cheese"", ""dry mustard"", ""salt"", ""sausage"", ""milk""]"
1542521,Vegetarian Chipotle Chili,"[""1 Tablespoon Extra Virgin Olive Oil"", ""1 Small Onion, Diced"", ""3 cloves Garlic, Minced"", ""2 Tablespoons Chili Powder"", ""1 Tablespoon Ground Cumin"", ""1 teaspoon Smoked Paprika"", ""1 teaspoon Dried Oregano"", ""1/4 teaspoons Kosher Salt"", ""1 Chipotle Chile In Adobo Sauce, With A Little Extra Sauce"", ""1 Tablespoon Granulated Sugar"", ""1 can (28 Oz. Size) Crushed Tomatoes"", ""1 can (15 Oz. Size) Kidney Beans, Slightly Drained"", ""1 can (15 Oz. Size) Black Beans, Slightly Drained"", ""1/2 cups Bulgur"", ""2-1/2 cups Vegetable Broth"", ""Sour Cream Or Plain Greek Yogurt, Shredded Cheese, Avocado, Etc. For Topping (optional)""]","[""In a large Dutch oven or stockpot, add olive oil and diced onion. Saute over medium-low heat, stirring regularly, until onions are fragrant and translucent, about 5 to 6 minutes. Add minced garlic and cook for another minute."", ""Add all of the spices, salt, the chipotle in adobo, sugar, canned tomatoes, beans, bulgur, vegetable broth, and stir. Bring to a boil, reduce to a simmer, cover, and let cook for 30 minutes. Bulgur should be tender."", ""Taste and adjust the salt/seasoning. Add more vegetable broth if a thinner consistency is desired."", ""Serve hot into bowls with any desired toppings. Enjoy!"", ""Note: This recipe makes quite a bit of chili but the leftovers freeze well.""]",tastykitchen.com/recipes/soups/vegetarian-chipotle-chili/,Gathered,"[""Olive Oil"", ""Onion"", ""Garlic"", ""Chili Powder"", ""Ground Cumin"", ""Paprika"", ""Oregano"", ""\u00bc"", ""Extra Sauce"", ""Sugar"", ""Tomatoes"", ""Kidney Beans"", ""Black Beans"", ""Vegetable Broth"", ""Sour Cream""]"
1351039,Super Mex Bean Spread ,"[""2 cups refried beans (or bean dip)"", ""1 cup grated Longhorn cheese"", ""1 diced avocados"", ""1 cup sour cream"", ""1/2 cup mayonnaise"", ""3-4 diced jalapenos peppers"", ""1 can 4 oz. diced green chile"", ""1 fresh tomato, diced"", ""2 green onions, chopped"", ""1 cup black olives, sliced""]","[""Layer in glass round serving dish:"", ""2 refried beans, grated Longhorn cheese"", ""diced avocadoes"", """", ""Combine and pour over beans:"", ""sour cream mayonnaise, jalapeno peppers and diced green chile."", """", ""Layer:"", ""tomato, onions, black olives."", """", ""Cover with Saran wrap and chill. Serve as spread with tortilla chips.""]",www.epicurious.com/recipes/member/views/super-mex-bean-spread-52679911,Gathered,"[""beans"", ""Longhorn cheese"", ""avocados"", ""sour cream"", ""mayonnaise"", ""jalape\u00f1os peppers"", ""green chile"", ""tomato"", ""green onions"", ""black olives""]"
1077046,My Favorite Cornbread,"[""1 (8 ounce) box Jiffy cornbread mix"", ""1 (8 ounce) box jiffy yellow cake mix"", ""2 eggs"", ""1 -2 teaspoon sugar (depending on how sweet you like your cornbread)"", ""1/2 cup water or 1/2 cup milk"", ""1/4 cup sour cream"", ""3/4 - 1 cup sweet frozen white corn""]","[""Pre-heat 375 degrees."", ""Mix jiffy box mixes first."", ""Add in sugar, eggs, and sour cream."", ""Add in enough milk or water to make it a pancake like consistency."", ""Add in frozen corn (no need to defrost)."", ""Pour into 8X8 glass dish."", ""Bake for 25-30 minutes or until done (toothpick center)."", ""Enjoy!""]",www.food.com/recipe/my-favorite-cornbread-174669,Gathered,"[""cornbread mix"", ""yellow cake"", ""eggs"", ""sugar"", ""water"", ""sour cream"", ""sweet frozen white corn""]"
1246045,Whitebait Fritters,"[""180 g whitebait"", ""2 eggs"", ""1 teaspoon salt"", ""1 pinch pepper"", ""2 tablespoons soft white breadcrumbs"", ""2 tablespoons butter""]","[""Beat eggs well, and then add other ingredients."", ""Heat some butter and fry tablespoon until browned on both sides."", ""Serve with lemon slices.""]",www.food.com/recipe/whitebait-fritters-483555,Gathered,"[""whitebait"", ""eggs"", ""salt"", ""pepper"", ""white breadcrumbs"", ""butter""]"
1190207,Roast Pork With Onion Stuffing,"[""4 lbs pork loin"", ""1 tablespoon olive oil"", ""1 teaspoon thyme leaves"", ""1/4 cup butter"", ""4 large onions, chopped (I prefer Vidalia or Texas Sweet, should be about 4 cups total)"", ""1/4 cup flour"", ""1 teaspoon chicken base (boullion works just fine)"", ""1/4 teaspoon ground nutmeg"", ""1 cup water"", ""1 tablespoon cornstarch, mixed with 1 tablespoon water"", ""1 tablespoon lemon juice""]","[""Preheat oven to 325. Rub roast with oil and sprinkle with thyme and salt and pepper. Roast until meat registers 170 degrees (about 2 hours)."", ""Meanwhile, melt butter in medium frying pan. Add onions and cook for ten minutes until soft."", ""Add flour, chicken stock base, nutmeg, lemon juice, and 1 cup water. Cook until thickened and creamy."", ""Remove roast from oven, and slice almost through (I make the slices about 3/4\"" thick, you make them whatever thickness you prefer for single servings.)."", ""Stuff with onion filling, and spread any extra over the top of the roast. Return roast to oven and bake about 30 minutes more, until top is nicely browned."", ""Remove roast from pan and cover to keep warm while making gravy."", ""Stir one cup of water into pan drippings, then add cornstarch/water mixture and stir until thickened. (You may want to put the roasting pan on a burner on low heat to get the gravy to the right thickness.).""]",www.food.com/recipe/roast-pork-with-onion-stuffing-260018,Gathered,"[""pork loin"", ""olive oil"", ""thyme"", ""butter"", ""onions"", ""flour"", ""chicken base"", ""ground nutmeg"", ""water"", ""cornstarch"", ""lemon juice""]"
354077,Fresh Stuffed Animals,"[""stuffed animals"", ""fabric softener sheets""]","[""To freshen dusty stuffed animals, put in dryer."", ""Set on Air and add several fabric softener sheets."", ""Run dryer on Air or Fluff for 20 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=298741,Gathered,"[""animals"", ""softener sheets""]"
1412996,Leftover Turkey Sloppy Joes,"[""1 tablespoon Pure Wesson(R) Canola Oil"", ""1/2 cup chopped yellow onion"", ""2 1/2 cups chopped cooked turkey"", ""1 can (15 oz each) Great Northern beans, drained, rinsed"", ""1 can (15 oz each) Manwich(R) Original Sloppy Joe Sauce"", ""8 whole wheat hamburger buns""]","[""Heat oil in large skillet over medium-high heat. Add onion; cook 2 to 3 minutes or until tender, stirring occasionally. Add turkey and beans; cook 2 to 3 minutes more or until hot."", ""Stir in Sloppy Joe sauce; cook 2 to 3 minutes more or until sauce thickens slightly. Place about 1/2 cup turkey mixture on each bun.""]",www.myrecipes.com/recipe/manwich-leftover-turkey-sloppy-joes,Gathered,"[""Wesson\u00ae"", ""yellow onion"", ""turkey"", ""beans"", ""Joe Sauce"", ""buns""]"
1366090,"Apple, Pear And Pinenut Crisp","[""1 cup sliced pears (about 1 medium pear)"", ""5 cups sliced apples (about 4 medium apples)"", ""1/2 lemon, juice"", ""2 tablespoons honey"", ""1 teaspoon cornstarch"", ""2/3 cup pinenuts"", ""1/2 cup rolled oats"", ""3/4 cup almond flour"", ""1/2 cup brown sugar"", ""6 tablespoons cold butter, cut into cubes"", ""1/2 teaspoon nutmeg, freshly grated"", ""1 teaspoon cinnamon"", ""1/2 teaspoon ground ginger""]","[""Preheat oven to 375 degrees. In a 9-inch square pan, combine sliced fruit, lemon juice, honey and cornstarch and toss well to combine."", ""Add remaining ingredients to a food processor and pulse until mixture is coarse and crumbly. Spread topping evenly across the apples and pat down, lightly. Bake until golden brown on top, about 35 to 40 minutes. Allow to cool at least 10 minutes before serving.""]",food52.com/recipes/15016-apple-pear-and-pinenut-crisp,Gathered,"[""apples"", ""lemon"", ""honey"", ""cornstarch"", ""pinenuts"", ""rolled oats"", ""almond flour"", ""brown sugar"", ""cold butter"", ""nutmeg"", ""cinnamon"", ""ground ginger""]"
72819,Peppermint Patties,"[""1 (14 oz) can condensed milk (not evaporated)"", ""1 T peppermint extract"", ""6 c. Confectioners' sugar"", ""1 1/2 lbs. Chocolate-flavored candy coating (melted)""]","[""In large bowl, combine condensed milk, extract and food coloring (if desired). Add conf. Sugar; beat on low speed until smooth and well blended. Turn mixture onto surface sprinkled with conf. Sugar. Knead lightly to form small ball. Shape into 1-inch balls. Place 2 inches apart on wax paper-lined baking sheets. Flatten each ball into a 1- 1/2 inch patty. Let dry 1 hour or longer; turn over and let dry at least 1 hour. With fork dip each patty into warm candy coating (drag fork lightly across rim of pan to remove excess coating) Invert onto wax paper-lined baking sheets; let stand until firm. Store covered at room temperature or in refrigerator.""]",www.cookbooks.com/Recipe-Details.aspx?id=92145,Gathered,"[""condensed milk"", ""T"", ""Confectioners"", ""Chocolate-flavored candy coating""]"
22820,Graham Cracker Bars,"[""2 sticks oleo"", ""1 egg, slightly beaten"", ""1 c. sugar"", ""1/2 c. milk"", ""1 c. chopped pecans"", ""1 c. coconut"", ""1 c. graham cracker crumbs""]","[""Combine oleo, eggs, sugar and milk; cook until it comes to boil."", ""Remove from heat and cool 1 minute."", ""Add pecans, coconut and graham cracker crumbs."", ""Grease 13 x 9-inch pan and line with whole graham crackers."", ""Pour filling over crackers evenly."", ""Top with another layer of graham crackers over filling.""]",www.cookbooks.com/Recipe-Details.aspx?id=773059,Gathered,"[""oleo"", ""egg"", ""sugar"", ""milk"", ""pecans"", ""coconut"", ""graham cracker crumbs""]"
1255865,Sweet Chili Cream Cheese Dip,"[""1 pkg (8 oz) cream cheese, softened"", ""1/2 cup sour cream"", ""1/2 cup sweet chili sauce"", ""2 tbsp coarsely chopped fresh cilantro""]","[""Beat cream cheese, sour cream and chili sauce in medium bowl with electric mixer until smooth."", ""Stir in cilantro; season to taste. Serve with raw vegetables.""]",recipes-plus.com/api/v2.0/recipes/34545,Gathered,"[""cream cheese"", ""sour cream"", ""sweet chili sauce"", ""fresh cilantro""]"
